,name,link,min_salary,max_salary,currency,employer,site_name
619,Разработчик ПО,https://hh.ru/vacancy/51854493?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО Северсталь. Управляющая компания,hh.ru
620,Python Developer (Space),https://hh.ru/vacancy/51621972?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Deutsche Telekom IT Solutions,hh.ru
621,Менеджер по продажам B2B (крупный бизнес),https://hh.ru/vacancy/51281650?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
622,Руководитель проектов разработки ПО / интернет-проектов,https://hh.ru/vacancy/51648121?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Медиалогия,hh.ru
623,Accounting and reporting specialist (MEGA Belaya Dacha),https://hh.ru/vacancy/51834527?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,IKEA. Белая Дача,hh.ru
624,Presale инженер,https://hh.ru/vacancy/51658246?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО Гринатом,hh.ru
625,Python Developer,https://hh.ru/vacancy/50323338?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
626,Разработчик хранилищ данных,https://hh.ru/vacancy/50421501?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,265000,руб.,Diamond Personnel R&C,hh.ru
627,Ведущий консультант 1С,https://hh.ru/vacancy/48312462?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Диплей,hh.ru
628,Sales VAS (Менеджер по продажам B2B),https://hh.ru/vacancy/46160664?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
629,DevOps Engineer,https://hh.ru/vacancy/50539302?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
630,Системный администратор,https://hh.ru/vacancy/51693677?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
631,"Chief Accountant, Vision",https://hh.ru/vacancy/51816242?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Johnson & Johnson,hh.ru
632,Accounting and reporting specialist (MEGA Belaya Dacha),https://hh.ru/vacancy/51834526?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,IKEA. Белая Дача,hh.ru
633,Middle Node.js developer,https://hh.ru/vacancy/51727461?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,xCritical Software,hh.ru
634,Консультант 1С: ERP,https://hh.ru/vacancy/50419790?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
635,Консультант 1С: ERP,https://hh.ru/vacancy/50419791?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
636,Руководитель digital-направления,https://hh.ru/vacancy/51854245?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ЭЛЕКТРОСИЛА, сеть магазинов",hh.ru
637,"Inside Sales Representative, Switzerland",https://hh.ru/vacancy/51708838?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Veeam Software,hh.ru
638,Клиентский менеджер (DSA),https://hh.ru/vacancy/50511021?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Головной офис,hh.ru
639,Эксперт (развитие инструментов и процессов взыскания),https://hh.ru/vacancy/49920861?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Банк Открытие,hh.ru
640,Linux администратор,https://hh.ru/vacancy/48260610?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,170000,250000,руб.,Медиалогия,hh.ru
641,Системный аналитик,https://hh.ru/vacancy/51632437?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,120000,,руб.,ООО ВБЦ,hh.ru
642,Программист .NET/C# (Middle/Senior),https://hh.ru/vacancy/47486732?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,СКАУТ-Корпоративные Решения,hh.ru
643,Начинающий специалист в отдел IT продаж,https://hh.ru/vacancy/51435346?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,45000,,руб.,Астор,hh.ru
644,Стажер отдела подбора персонала/HR Intern,https://hh.ru/vacancy/51862466?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,40000,70000,руб.,atsearch,hh.ru
645,Ведущий специалист по поддержке крупных корпоративных клиентов,https://hh.ru/vacancy/51431942?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,50000,,руб.,Билайн,hh.ru
646,Директор по маркетингу (СМО),https://hh.ru/vacancy/50746898?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,МЕГА-ПОЛИС-ПЛЮС,hh.ru
647,Ruby программист (remote),https://hh.ru/vacancy/51329866?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО АБК,hh.ru
648,Ruby программист (remote),https://hh.ru/vacancy/51331455?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО АБК,hh.ru
649,Руководитель проекта (Finance DWH),https://hh.ru/vacancy/51362869?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Ozon Офис и Коммерция,hh.ru
650,Начальник отдела по развитию нового бизнеса,https://hh.ru/vacancy/51653247?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
651,Head of Tax Compliance (Switzerland),https://hh.ru/vacancy/49888666?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Zeppelin Group,hh.ru
652,Senior Front-end developer,https://hh.ru/vacancy/51035187?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Parallels,hh.ru
653,Менеджер по оказанию услуг с применением аэрокосмической съемки,https://hh.ru/vacancy/51358628?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,50000,70000,руб.,ООО Иннотер,hh.ru
654,Руководитель группы отдела контекстной рекламы,https://hh.ru/vacancy/50919877?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,iConText Group,hh.ru
655,ML Engineer,https://hh.ru/vacancy/50602264?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Сбер. IT,hh.ru
656,Менеджер по обучению корпоративных продаж,https://hh.ru/vacancy/51648060?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
657,Программист PHP,https://hh.ru/vacancy/50942638?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,70000,120000,руб.,ReMarked,hh.ru
658,Ведущий экономист по сопровождению партнерских продаж,https://hh.ru/vacancy/51854708?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Работа с клиентами,hh.ru
659,Account Manager,https://hh.ru/vacancy/51810038?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ДжетРуби Эйдженси,hh.ru
660,Python разработчик (DataUnicorn.Al team),https://hh.ru/vacancy/47405381?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Компания БКС,hh.ru
661,Консультант 1С: ERP,https://hh.ru/vacancy/50419788?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
662,Head of Tax Compliance (Switzerland),https://hh.ru/vacancy/49888667?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Zeppelin Group,hh.ru
663,Аналитик,https://hh.ru/vacancy/49429699?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО Фармстандарт,hh.ru
664,Ведущий специалист прикладной поддержки ПО (Диасофт FA#),https://hh.ru/vacancy/51865578?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Т1 Интеграция,hh.ru
665,Консультант 1С: ERP,https://hh.ru/vacancy/50419789?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
666,Аналитик мобильных приложений,https://hh.ru/vacancy/51626331?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Монополия,hh.ru
667,ETL Developer,https://hh.ru/vacancy/51618363?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,First Line Software,hh.ru
668,Java Engineer,https://hh.ru/vacancy/50539457?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
669,Экономист-стажер,https://hh.ru/vacancy/51771747?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Головной офис,hh.ru
670,Менеджер по продажам IT-решений,https://hh.ru/vacancy/51190968?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Softline,hh.ru
671,Ruby программист (remote),https://hh.ru/vacancy/51329936?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО АБК,hh.ru
672,Ruby программист (remote),https://hh.ru/vacancy/51330128?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО АБК,hh.ru
673,Account Manager,https://hh.ru/vacancy/51810034?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ДжетРуби Эйдженси,hh.ru
674,Cпециалист 1-й линии поддержки,https://hh.ru/vacancy/51848122?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. IT,hh.ru
675,Консультант 1С: ERP,https://hh.ru/vacancy/50419792?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
676,Facility Coordinator,https://hh.ru/vacancy/51344539?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,JYSK,hh.ru
677,Консультант 1С: ERP,https://hh.ru/vacancy/50419798?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
678,Community Manager (команда сообществ),https://hh.ru/vacancy/50659375?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,VK,hh.ru
679,Менеджер по работе с ключевыми клиентами (MES/MOM),https://hh.ru/vacancy/48829563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
680,Менеджер по работе с партнерами/Региональный менеджер (Дальневосточный Федеральный округ),https://hh.ru/vacancy/49519367?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,100000,,руб.,Платформа ОФД,hh.ru
681,Администратор проектов,https://hh.ru/vacancy/50138063?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Инфосистемы Джет,hh.ru
682,Старший специалист по продажам корпоративным клиентам (B2B),https://hh.ru/vacancy/51825448?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
683,Начальник отдела продаж среднему бизнесу,https://hh.ru/vacancy/47549946?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
684,Java developer (удаленно),https://hh.ru/vacancy/46558958?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Смартек,hh.ru
685,Маркетолог-аналитик,https://hh.ru/vacancy/51439208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,100000,,руб.,КОНТРОЛ лизинг,hh.ru
686,Старший специалист по продажам корпоративным клиентам (B2B),https://hh.ru/vacancy/50960449?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
687,Ведущий менеджер по работе с ключевыми клиентами,https://hh.ru/vacancy/48828574?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
688,Консультант 1С: ERP,https://hh.ru/vacancy/50419795?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
689,Java developer (удаленно),https://hh.ru/vacancy/46558954?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Смартек,hh.ru
690,Специалист поддержки продаж и сервисного обслуживания клиентов,https://hh.ru/vacancy/51767274?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
691,Руководитель по развитию корпоративного бизнеса на территории (Директор B2B),https://hh.ru/vacancy/51307957?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
692,Менеджер по продажам (В2В Крупный бизнес),https://hh.ru/vacancy/51652177?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,80000,,руб.,Билайн,hh.ru
693,Operations Control Analyst/Internal Auditor,https://hh.ru/vacancy/51075820?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,JTI,hh.ru
694,Ведущий специалист по продажам корпоративным клиентам (B2B),https://hh.ru/vacancy/50592376?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
695,Менеджер по анализу и разработке систем Track&Trace/ Track & Trace Development Analyst Manager,https://hh.ru/vacancy/49222813?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,JTI,hh.ru
696,Старший специалист отдела поддержки продаж,https://hh.ru/vacancy/51856404?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
697,Менеджер по продажам (В2В),https://hh.ru/vacancy/51214125?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,60000,,руб.,Билайн,hh.ru
698,Руководитель направления по телепродажам корпоративным клиентам,https://hh.ru/vacancy/51618566?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
699,Старший специалист по продажам клиентам B2B,https://hh.ru/vacancy/50924963?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
700,Старший специалист по продажам корпоративным клиентам (В2В),https://hh.ru/vacancy/51000100?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,70000,,руб.,Билайн,hh.ru
701,Business Assistant,https://hh.ru/vacancy/50894563?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО Мерседес-Бенц РУС,hh.ru
702,Старший менеджер по работе с клиентами госсектора,https://hh.ru/vacancy/47369821?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
703,Менеджер по работе с клиентами госсектора (B2G),https://hh.ru/vacancy/48248222?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
704,Менеджер по работе с клиентами госсектора (B2G),https://hh.ru/vacancy/50840504?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
705,С# Developer (удаленно),https://hh.ru/vacancy/46336939?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Смартек,hh.ru
706,IT-recruiter,https://hh.ru/vacancy/50585425?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. IT,hh.ru
707,Начальник отдела продаж малому и среднему бизнесу,https://hh.ru/vacancy/51603699?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
708,Доцент кафедры Интеллектуальные системы в управлении и автоматизации,https://hh.ru/vacancy/51715600?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,49000,,руб.,МТУСИ,hh.ru
709,С# Developer (удаленно),https://hh.ru/vacancy/46336932?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Смартек,hh.ru
710,С# Developer (удаленно),https://hh.ru/vacancy/46336942?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Смартек,hh.ru
711,Старший специалист по продажам корпоративным клиентам (B2B),https://hh.ru/vacancy/50960466?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
712,Старший специалист поддержки продаж и сервисного обслуживания клиентов (B2B),https://hh.ru/vacancy/50994961?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,40000,,руб.,Билайн,hh.ru
713,Менеджер по работе с операторами связи (роуминг),https://hh.ru/vacancy/51771493?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,40000,руб.,ПАО ТАТТЕЛЕКОМ,hh.ru
714,Ведущий экономист,https://hh.ru/vacancy/51174652?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО ПРОФ-ИТ ГРУПП,hh.ru
715,Старший специалист по продажам корпоративным клиентам (B2B),https://hh.ru/vacancy/51503295?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,40000,,руб.,Билайн,hh.ru
716,Менеджер поддержки и сопровождения проектов,https://hh.ru/vacancy/50637687?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,24850,,руб.,ООО Фабрика информационных технологий,hh.ru
717,Старший специалист по продажам корпоративным клиентам B2B,https://hh.ru/vacancy/50458190?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
718,Директор - лидер команды 'Клиентская отчетность' (Финансовый Департамент),https://hh.ru/vacancy/48803522?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Банк ВТБ (ПАО),hh.ru
719,С# Developer,https://hh.ru/vacancy/46343971?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Смартек,hh.ru
720,Менеджера по работе клиентами государственного сектора (B2G),https://hh.ru/vacancy/51858014?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
721,Менеджер по работе с крупными корпоративными клиентами В2В (КАМ),https://hh.ru/vacancy/44062365?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,80000,,руб.,ПАО «МТС» ,hh.ru
722,Менеджер по работе с клиентами В2В,https://hh.ru/vacancy/51104582?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,60000,,руб.,Seldon,hh.ru
723,Frontend developer,https://hh.ru/vacancy/46568935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Смартек,hh.ru
724,Старший специалист по продажам B2B,https://hh.ru/vacancy/50995920?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,60000,,руб.,Билайн,hh.ru
725,Modern Workplace Solution Architect,https://hh.ru/vacancy/43683611?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ICL Services,hh.ru
726,Менеджер продукта B2B,https://hh.ru/vacancy/48184341?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Кловер Групп,hh.ru
727,Менеджер по телепродажам юридическим лицам,https://hh.ru/vacancy/51496285?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,60000,,руб.,Билайн,hh.ru
728,Frontend developer (удаленно),https://hh.ru/vacancy/46607760?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Смартек,hh.ru
729,QA Automation Engineer,https://hh.ru/vacancy/50911181?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Grid Dynamics,hh.ru
730,Frontend developer (удаленно),https://hh.ru/vacancy/46607751?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Смартек,hh.ru
731,Специалист поддержки продаж и сервисного обслуживания,https://hh.ru/vacancy/51219364?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
732,Менеджер по работе с клиентами В2В,https://hh.ru/vacancy/51104575?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,60000,,руб.,Seldon,hh.ru
733,Корпоративный архитектор (Блок цифрового бизнеса),https://hh.ru/vacancy/51612643?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. IT,hh.ru
734,Специалист по технической поддержке продаж (без общения с клиентами),https://hh.ru/vacancy/51626224?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,26000,,руб.,Билайн,hh.ru
735,Специалист поддержки продаж и сервисного обслуживания корпоративных клиентов,https://hh.ru/vacancy/50923561?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
736,Менеджер по телепродажам юридическим лицам,https://hh.ru/vacancy/51481392?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,60000,,руб.,Билайн,hh.ru
737,Менеджер по работе с клиентами госсектора (B2G),https://hh.ru/vacancy/50684927?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
738,Специалист поддержки продаж и сервисного обслуживания корпоративных клиентов,https://hh.ru/vacancy/50923740?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Билайн,hh.ru
739,Ведущий специалист по работе с государственными заказчиками (B2G),https://hh.ru/vacancy/51831369?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО «МТС» ,hh.ru
740,Ведущий специалист операционного отдела,https://hh.ru/vacancy/51694867?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,65000,,руб.,ПАО МТС Банк. Работа с клиентами,hh.ru
741,Специалист по продажам корпоративным клиентам,https://hh.ru/vacancy/50915622?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"ПАО МегаФон, Офис",hh.ru
742,Техлид телефонии (remote),https://hh.ru/vacancy/50369316?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО АБК,hh.ru
743,Ведущий юрист,https://hh.ru/vacancy/51769045?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Кайрос Инжиниринг,hh.ru
744,Помощник Главного инженера проекта,https://hh.ru/vacancy/51835682?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,40000,,руб.,Кайрос Инжиниринг,hh.ru
745,Главный специалист операционного отдела по работе с физическими лицами,https://hh.ru/vacancy/50603870?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО МТС Банк. Работа с клиентами,hh.ru
746,Специалист бэк-офиса,https://hh.ru/vacancy/51789802?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО ТАТТЕЛЕКОМ,hh.ru
747,Head of Mobile Development,https://hh.ru/vacancy/51617374?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Distillery,hh.ru
748,Главный инженер проекта,https://hh.ru/vacancy/51835843?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Кайрос Инжиниринг,hh.ru
749,Менеджер по телепродажам юридическим лицам,https://hh.ru/vacancy/51501435?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,60000,,руб.,Билайн,hh.ru
750,Руководитель отдела продаж B2B,https://hh.ru/vacancy/51474886?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,70000,,руб.,ПАО ТАТТЕЛЕКОМ,hh.ru
751,Аналитик,https://hh.ru/vacancy/49930989?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,"АО Обновление, ПФК",hh.ru
752,Специалист по техническому обслуживанию магазинов,https://hh.ru/vacancy/48395213?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,25000,,руб.,XWAY,hh.ru
753,Помощник руководителя в общую приемную,https://hh.ru/vacancy/51720682?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Московский метрополитен,hh.ru
754,Администратор систем хранения данных,https://hh.ru/vacancy/51632900?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ПАО ТАТТЕЛЕКОМ,hh.ru
755,Ведущий специалист операционного отдела,https://hh.ru/vacancy/51492056?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,75000,,руб.,ПАО МТС Банк. Работа с клиентами,hh.ru
756,Finance Project Manager,https://hh.ru/vacancy/51598997?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ТОО Электровоз құрастыру зауыты,hh.ru
757,Сетевой инженер,https://hh.ru/vacancy/50636937?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,83000,112000,руб.,ПАО ТАТТЕЛЕКОМ,hh.ru
758,Менеджер по закупкам,https://hh.ru/vacancy/51700731?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,65000,руб.,XWAY,hh.ru
759,Администратор,https://hh.ru/vacancy/51699469?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Datana (ГК ЛАНИТ),hh.ru
760,Менеджер по развитию дилерской сети,https://hh.ru/vacancy/50033366?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,30000,,руб.,ПАО ТАТТЕЛЕКОМ,hh.ru
761,"Senior Recruiter (International Management Company, Saint Petersburg)",https://hh.ru/vacancy/51622610?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Stanton Chase Russia,hh.ru
762,Сервис-менеджер корпоративных клиентов В2В,https://hh.ru/vacancy/51683430?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,40000,50000,руб.,ПАО «МТС» ,hh.ru
763,Специалист по техническому обслуживанию магазинов,https://hh.ru/vacancy/48395215?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,25000,,руб.,XWAY,hh.ru
764,Linux администратор (remote),https://hh.ru/vacancy/51327055?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО АБК,hh.ru
765,Специалист по техническому обслуживанию магазинов,https://hh.ru/vacancy/48395210?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,25000,,руб.,XWAY,hh.ru
766,Специалист программист (по автоматизации),https://hh.ru/vacancy/51642626?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,АО Северсталь. IT & Digital,hh.ru
767,Руководитель отдела ранжирования (на проект Рекомендации),https://hh.ru/vacancy/51613080?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,Rambler&Co,hh.ru
768,Консультант 1С,https://hh.ru/vacancy/48728365?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Big%20Data,,,,ООО Т1,hh.ru
